SiteID,ValidNode,SiteType,SiteName.x,SiteDescription.x,SiteTypeName.x,RKM.x,RKMTotal.x,Latitude.x,Longitude.x,path,Area.x,Branch,Site type,Purpose,Operational_Assessment,Original_Fasttrack,Data_Steward,O&M,Funding,ConfigID,Area.y,Model_Branch,branch num,PATH,SiteName.y,SiteTypeName.y,Interrogation Site Subbasin Code,SubBasin Name,RKM.y,RKMTotal.y,AntennaGroup,SiteDescription.y,Latitude.y,Longitude.y,Data Steward Name,Steward Email,Steward Phone,Steward Organization,Steelhead_TRT_POPID,Steelhead_POP_NAME,Steelhead_ESU_DPS,Steelhead_MPG,Chinook_TRT_POPID,Chinook_POP_NAME,Chinook_ESU_DPS,Chinook_MPG
MANCRS,NA,MRR,"Manchester Research Station, Puget Sound",NA,Other,***,0,47.5708405,-122.5524808,GRA.Below_GRA.Below_GRA_Other.MANCRS,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARI,NA,MRR,Marion Forks Fish Hatchery,NA,Hatchery,163.174.019.115.001,472,44.612174,-121.94869,GRA.Below_GRA.Below_GRA_Other.MARI,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARIOC,NA,MRR,"Marion Creek, tributary to North Santiam River",NA,River,163.174.019.115,471,44.57552138,-121.9142635,GRA.Below_GRA.Below_GRA_Other.MARIOC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARION,NA,MRR,Marion Drain,NA,River,539.136,675,46.32457218,-120.4012586,GRA.Below_GRA.Below_GRA_Other.MARION,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARSHC,NA,MRR,Marsh Creek,NA,River,522.303.319.170,1314,44.39025653,-115.1632599,GRA.Salmon.MFSR_Other.MARSHC,Salmon,MFSR_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARTR2,NA,MRR,Lower Marsh Creek Trap at rkm 8,NA,Trap or Weir,522.303.319.170.008,1322,44.4084466,-115.1816474,GRA.Salmon.MFSR_Other.MARTR2,Salmon,MFSR_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARTRP,NA,MRR,Marsh Creek Trap,NA,Trap or Weir,522.303.319.170.011,1325,44.39383164,-115.1673549,GRA.Salmon.MFSR_Other.MARTRP,Salmon,MFSR_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MASON,NA,MRR,"Mason Creek, tributary to East Fork Lewis River",NA,River,140.006.009,155,45.852602,-122.570557,GRA.Below_GRA.Below_GRA_Other.MASON,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAVA,NA,MRR,Magic Valley Hatchery,NA,Hatchery,*,0,42.658121,-114.652491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCCA,NA,MRR,McCall Hatchery,NA,Hatchery,*,0,44.907775,-116.1165,GRA.Salmon.SF_Salmon.SFG.KRS.STR.MCCA,Salmon,SF_Salmon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCCULC,NA,MRR,"McCully Creek, tributary to Little Sheep Creek, Imnaha drainage",NA,River,522.308.032.005.033,900,45.25184975,-117.146972,GRA.Imnaha.ImnahaRiver.IR1.IR2.LSHEEF.MCCULC,Imnaha,ImnahaRiver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCD,NA,MRR,Mill Creek Diversion Dam (aka Bennington Dam),NA,Dam,509.054.019,582,46.07984316,-118.2544022,GRA.Below_GRA.Below_GRA_Other.MCD,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCDEVC,NA,MRR,"McDevitt Creek, Lemhi River Basin",NA,River,522.303.416.042,1283,44.92332584,-113.7330788,GRA.Salmon.Lemhi.LLR.MCDEVC,Salmon,Lemhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCI,NA,MRR,McIntyre Dam,NA,Dam,858.166,1024,49.256873,-119.528401,GRA.Below_GRA.Below_GRA_Other.MCI,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCITAL,NA,MRR,MCI - Release into the Tailrace within 0.5 km downstream of Dam,NA,Intra-Dam Release Site,858.166,1024,49.256873,-119.528401,GRA.Below_GRA.Below_GRA_Other.MCITAL,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCKA2C,NA,MRR,"McKay Creek, Crooked River",NA,River,328.177.072,577,44.4286178,-120.7906011,GRA.Below_GRA.Below_GRA_Other.MCKA2C,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCKAYC,NA,MRR,"McKay Creek, Umatilla River",NA,River,465.082,547,45.50258752,-118.672137,GRA.Below_GRA.Below_GRA_Other.MCKAYC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCKE,NA,MRR,McKenzie Hatchery,NA,Hatchery,163.282.053,498,44.118158,-122.636929,GRA.Below_GRA.Below_GRA_Other.MCKE,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCKER,NA,MRR,McKenzie River,NA,River,163.282,445,44.12638139,-122.4721959,GRA.Below_GRA.Below_GRA_Other.MCKER,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCKESF,NA,MRR,South Fork McKenzie River,NA,River,163.282.090,535,43.96719447,-122.1585424,GRA.Below_GRA.Below_GRA_Other.MCKESF,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCN,NA,MRR,McNary Dam,NA,Dam,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCN,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNBPS,NA,MRR,MCN - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNBPS,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNBYP,NA,MRR,MCN - Release into the Facility Bypass Flume/Pipe,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNBYP,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNCOL,NA,MRR,MCN - Release into the Collection Channel upstream of the Dewatering Facility,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNCOL,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNDTG,NA,MRR,MCN - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNDTG,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNDWT,NA,MRR,MCN - Release into the Dewatering Facility,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNDWT,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNFBY,NA,MRR,MCN - Release into the Forebay within 0.5 km upstream of Dam,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNFBY,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNGAT,NA,MRR,MCN - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNGAT,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNGWL,NA,MRR,MCN - Release into Gatewell(s),NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNGWL,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNICE,NA,MRR,MCN - Release into the Ice/Trash Sluiceway,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNICE,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNLD1,NA,MRR,MCN - Release into the Left Bank (Oregon) Adult Fish Ladder,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNLD1,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNMRT,NA,MRR,MCN - Mortality Recovery,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNMRT,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNOFL,NA,MRR,MCN - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNOFL,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNORI,NA,MRR,MCN - Release into Orifice(s),NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNORI,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNRBR,NA,MRR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNRBR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNRRR,NA,MRR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNRRR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNRTR,NA,MRR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNRTR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNRXR,NA,MRR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNRXR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNSEP,NA,MRR,MCN - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNSEP,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNSPL,NA,MRR,MCN - Release directly into Spill Bay(s),NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNSPL,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNSRR,NA,MRR,MCN - Release into the Separator Return Flume/Pipe with Direct Return to the River,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNSRR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNSTS,NA,MRR,MCN - Release onto the Submerged Traveling Screen,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNSTS,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNTAL,NA,MRR,MCN - Release into the Tailrace within 0.5 km downstream of Dam,NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNTAL,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCNTRB,NA,MRR,MCN - Release into Turbine(s),NA,Intra-Dam Release Site,470,470,45.93630888,-119.2978638,GRA.Below_GRA.Below_GRA_Other.MCNTRB,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDSH,NA,MRR,Marion Drain Sturgeon Hatchery,NA,Hatchery,*,0,46.3349,-120.4747,GRA.Below_GRA.Below_GRA_Other.MDSH,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDVAP,NA,MRR,"Mid-Valley Acclimation Pond, Methow River Watershed",NA,Acclimation Pond,843.088,931,48.504212,-120.25614,GRA.Below_GRA.Below_GRA_Other.MDVAP,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEACHC,NA,MRR,"Meacham Creek, Umatilla River",NA,River,465.127,592,45.483181,-118.2744206,GRA.Below_GRA.Below_GRA_Other.MEACHC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEACHE,NA,MRR,East Fork Meacham Creek,NA,River,465.127.031,623,45.47463311,-118.2279993,GRA.Below_GRA.Below_GRA_Other.MEACHE,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEACHN,NA,MRR,North Fork Meacham Creek,NA,River,465.127.024,616,45.56196941,-118.1943372,GRA.Below_GRA.Below_GRA_Other.MEACHN,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEAD2C,NA,MRR,"Meadow Creek, South Fork Clearwater",NA,River,522.224.120.053,919,45.90576947,-115.8885612,GRA.Clearwater.SFClearwater.SC1.SC2.MEAD2C,Clearwater,SFClearwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEADOC,NA,MRR,"Meadow Creek, Selway River",NA,River,522.224.120.037.031,934,45.8818503,-115.116841,GRA.Clearwater.Selway.SW1.SW2.MEADOC,Clearwater,Selway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEGC,NA,MRR,"Megler Creek, tributary to Columbia River",NA,River,013,13,46.258888,-123.86914,GRA.Below_GRA.Below_GRA_Other.MEGC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MERH,NA,MRR,Merwin Hatchery (WDFW),NA,Hatchery,*,0,45.954945,-122.56475,GRA.Below_GRA.Below_GRA_Other.MERH,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
METH,NA,MRR,Methow Hatchery,NA,Hatchery,843.085,928,48.47674699,-120.204967,GRA.Below_GRA.Below_GRA_Other.METH,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
METHR,NA,MRR,Methow River,NA,River,843,843,48.35359525,-120.1092355,GRA.Below_GRA.Below_GRA_Other.METHR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
METOLR,NA,MRR,Metolius River,NA,River,328.177,505,44.66706677,-121.5791598,GRA.Below_GRA.Below_GRA_Other.METOLR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
METRO,NA,MRR,King County/Metro Environmental Lab,NA,Other,***,0,NA,NA,GRA.Below_GRA.Below_GRA_Other.METRO,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
METTRP,NA,MRR,Methow Smolt Trap at McFarland Creek Road Bridge,NA,Trap or Weir,843.030,873,48.15108488,-120.0565842,GRA.Below_GRA.Below_GRA_Other.METTRP,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFD,NA,MRR,Mayfield Dam,NA,Dam,111.085,196,46.503113,-122.58822,GRA.Below_GRA.Below_GRA_Other.MFD,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFDFTF,NA,MRR,Mayfield Dam Entrance to Counting House Raceways,NA,Intra-Dam Release Site,111.085,196,46.503113,-122.58822,GRA.Below_GRA.Below_GRA_Other.MFDFTF,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFDLBN,NA,MRR,Mayfield Dam North Louver Bay,NA,Intra-Dam Release Site,111.085,196,46.503113,-122.58822,GRA.Below_GRA.Below_GRA_Other.MFDLBN,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFDLBS,NA,MRR,Mayfield Dam South Louver Bay,NA,Intra-Dam Release Site,111.085,196,46.503113,-122.58822,GRA.Below_GRA.Below_GRA_Other.MFDLBS,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFDSEP,NA,MRR,Mayfield Dam Secondary Separator Downwell,NA,Intra-Dam Release Site,111.085,196,46.503113,-122.58822,GRA.Below_GRA.Below_GRA_Other.MFDSEP,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFLBC,NA,MRR,Middle Fork Little Boulder Creek,NA,River,1031.039.008,1078,48.91612,-118.332056,GRA.Below_GRA.Below_GRA_Other.MFLBC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MHP,NA,MRR,Merwin Hydroelectric Project,NA,Dam,140.031,171,45.957154,-122.556063,GRA.Below_GRA.Below_GRA_Other.MHP,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
