Site type,SiteID,Purpose,Operational_Assessment,Original_Fasttrack,Data_Steward,O&M,Funding,ConfigID,Area,Model_Branch,branch num,PATH,SiteName,SiteTypeName,Interrogation Site Subbasin Code,SubBasin Name,RKM,RKMTotal,AntennaGroup,SiteDescription,Latitude,Longitude,Data Steward Name,Steward Email,Steward Phone,Steward Organization,Steelhead_TRT_POPID,Steelhead_POP_NAME,Steelhead_ESU_DPS,Steelhead_MPG,Chinook_TRT_POPID,Chinook_POP_NAME,Chinook_ESU_DPS,Chinook_MPG
WEIR,SALSFW,,Yes,No,IDFG,Unknown,Unknown,0,SFSR,SF Salmon,,,South Fork Salmon River Weir,Trap or Weir,17060208,South Fork Salmon,522.303.215.115,1155,NA,NA,44.66687408,-115.7029529,0,0,0,0,SFMAI-s,South Fork Salmon River,Snake River Basin Steelhead DPS,Salmon River,SFSMA,South Fork Salmon River mainstem,Snake River Spring/Summer-run Chinook Salmon ESU,South Fork Salmon River
WEIR,SAWT,,Yes,No,IDFG,Unknown,Unknown,0,Upper Salmon,Sawtooth Weir,26,GRA USE USI STL,Sawtooth Hatchery,Hatchery,17060201,Upper Salmon,522.303.617,1442,NA,NA,44.150681,-114.883659,0,0,0,0,SRUMA-s,,,,,,,
WEIR,DRY2C,,Yes,No,NPT,Unknown,Unknown,0,Imnaha,Imnaha,11,GRA IR1 IR2 IR3B0 IR3A0 IR4B0 IR4A0 IMLB0 IMLA0 IMNAHW IR5B0 IR5A0 DRY2C,Dry Creek - tributary to Imnaha River,River,17060102,Imnaha,522.308.090,920,NA,NA,45.12178982,-116.8670749,0,0,0,0,IRMAI-s,Imnaha River,Snake River Basin Steelhead DPS,Imnaha River,IRMAI,Imnaha River mainstem,Snake River Spring/Summer-run Chinook Salmon ESU,Grande Ronde / Imnaha
WEIR,FREEZC,,Yes,No,NPT,Unknown,Unknown,0,Imnaha,Imnaha,11,GRA IR1 IR2 IR3B0 IR3A0 FREEZC,Freezeout Creek - tributary to Imnaha River,River,17060102,Imnaha,522.308.059,889,NA,NA,45.35041146,-116.7621691,0,0,0,0,IRMAI-s,Imnaha River,Snake River Basin Steelhead DPS,Imnaha River,IRMAI,Imnaha River mainstem,Snake River Spring/Summer-run Chinook Salmon ESU,Grande Ronde / Imnaha
WEIR,GUMBTC,,Yes,No,NPT,Unknown,Unknown,0,Imnaha,Imnaha,11,GRA IR1 IR2 IR3B0 IR3A0 IR4B0 IR4A0 IMLB0 IMLA0 IMNAHW IR5B0 IR5A0 GUMBTC,"Gumboot Creek, Imnaha River Basin",River,17060102,Imnaha,522.308.086,916,NA,NA,45.15571928,-116.9411113,0,0,0,0,IRMAI-s,Imnaha River,Snake River Basin Steelhead DPS,Imnaha River,IRMAI,Imnaha River mainstem,Snake River Spring/Summer-run Chinook Salmon ESU,Grande Ronde / Imnaha
WEIR,HORS3C,,Yes,No,NPT,Unknown,Unknown,0,Imnaha,Imnaha,11,GRA IR1 IR2 HORS3C,"Horse Creek, Imnaha River Basin",River,17060102,Imnaha,522.308.018,848,NA,NA,45.54950795,-116.7272731,0,0,0,0,IRMAI-s,Imnaha River,Snake River Basin Steelhead DPS,Imnaha River,IRMAI,Imnaha River mainstem,Snake River Spring/Summer-run Chinook Salmon ESU,Grande Ronde / Imnaha
WEIR,JOSEPC,,Yes,No,NPT,Unknown,Unknown,0,Grande Ronde,Joseph Creek,9,GRA JOCB0 JOCA0 JOSEPC,"Joseph Creek, Grande Ronde River Basin",River,17060106,Lower Grande Ronde,522.271.007,800,NA,NA,45.89979254,-117.2091525,0,0,0,0,GRJOS-s,Joseph Creek,Snake River Basin Steelhead DPS,Grande Ronde River,,,,
WEIR,KOOS,,Yes,No,NPT,Unknown,Unknown,0,Clearwater,Clear Creek,14,GRA CLC KOOS,Kooskia National Fish Hatchery,Hatchery,17060304,Middle Fork Clearwater,522.224.120.004.001,871,NA,NA,46.12970619,-115.9468257,0,0,0,0,CRLMA-s,Clearwater River lower mainstem,Snake River Basin Steelhead DPS,Clearwater River,,,,
WEIR,LOSTIW,,Yes,No,NPT,Unknown,Unknown,0,Grande Ronde,Wallowa River,18,GRA WR1 LOSTIW,Lostine River Weir,Trap or Weir,17060105,Wallowa,522.271.131.042.001,967,NA,NA,45.54326637,-117.4845004,0,0,0,0,,,,,GRLOS,Lostine River,Snake River Spring/Summer-run Chinook Salmon ESU,Grande Ronde / Imnaha
WEIR,MAHOGC,,Yes,No,NPT,Unknown,Unknown,0,Imnaha,Imnaha,11,GRA IR1 IR2 IR3B0 IR3A0 MAHOGC,"Mahogany Creek, Imnaha River Basin",River,17060102,Imnaha,522.308.083,913,NA,NA,45.20020959,-116.8999885,0,0,0,0,IRMAI-s,Imnaha River,Snake River Basin Steelhead DPS,Imnaha River,IRMAI,Imnaha River mainstem,Snake River Spring/Summer-run Chinook Salmon ESU,Grande Ronde / Imnaha
WEIR,ASOTIC,,Yes,No,ODFW,Unknown,Unknown,0,SNAKE,Asotin,5,GRA ACMB0 ACMA0 ASOTIC,"Asotin Creek, Snake River above Clarkston, WA",River,17060103,Lower Snake-Asotin,522.234,756,NA,NA,46.33064281,-117.1819526,0,0,0,0,SNASO-s,Asotin Creek,Snake River Basin Steelhead DPS,Lower Snake,SNASO,Asotin Creek,Snake River Spring/Summer-run Chinook Salmon ESU,
WEIR,BCANF,,Yes,No,ODFW,Unknown,Unknown,0,Grande Ronde,Wallowa River,18,GRA WR1 BCANF,Big Canyon Facility,Acclimation Pond,17060105,Wallowa,522.271.131.018.001,943,NA,NA,45.6190397,-117.6986332,0,0,0,0,,,,,,,,
WEIR,CATHEW,,Yes,No,ODFW,Unknown,Unknown,0,Grande Ronde,Upper Grande Ronde,19,GRA UGR CCWB0 CCWA0 CATHEW,Catherine Creek Weir,Trap or Weir,17060104,Upper Grande Ronde,522.271.232.032,1057,NA,NA,45.19096404,-117.8286166,0,0,0,0,,,,,GRCAT,Catherine Creek,Snake River Spring/Summer-run Chinook Salmon ESU,Grande Ronde / Imnaha
WEIR,GEORGC,,Yes,No,ODFW,Unknown,Unknown,0,SNAKE,Asotin,5,GRA ACMB0 ACMA0 GEORGC,"George Creek, Asotin Creek watershed",River,17060103,Lower Snake-Asotin,522.234.005,761,NA,NA,46.19230094,-117.1988414,0,0,0,0,SNASO-s,Asotin Creek,Snake River Basin Steelhead DPS,Lower Snake,SNASO,Asotin Creek,Snake River Spring/Summer-run Chinook Salmon ESU,
WEIR,GRANDW,,Yes,No,ODFW,Unknown,Unknown,0,Grande Ronde,Upper Grande Ronde,19,GRA UGR GRANDW,Grande Ronde River Weir,Trap or Weir,17060104,Upper Grande Ronde,522.271.307,1100,NA,NA,45.24896051,-118.3889834,0,0,0,0,,,,,,,,
WEIR,IMNAHW,,Yes,No,ODFW,Unknown,Unknown,0,Imnaha,Imnaha,11,GRA IR1 IR2 IR3B0 IR3A0 IR4B0 IR4A0 IMLB0 IMLA0 IMNAHW,Imnaha River Weir,Trap or Weir,17060102,Imnaha,522.308.084,914,NA,NA,45.19427639,-116.8686635,0,0,0,0,IRMAI-s,Imnaha River,Snake River Basin Steelhead DPS,Imnaha River,IRMAI,Imnaha River mainstem,Snake River Spring/Summer-run Chinook Salmon ESU,Grande Ronde / Imnaha
WEIR,LOOH,,Yes,No,ODFW,Unknown,Unknown,0,Grande Ronde,Looking Glass,17,GRA LOOKGC,Lookingglass Hatchery,Hatchery,17060104,Upper Grande Ronde,522.271.137.003,933,NA,NA,45.731538,-117.864406,0,0,0,0,GRUMA-s,Grande Ronde River upper mainstem,Snake River Basin Steelhead DPS,Grande Ronde River,,,,
WEIR,LSHEEF,,Yes,No,ODFW,Unknown,Unknown,0,Imnaha,Imnaha,11,GRA IR1 IR2 LSHEEF,Little Sheep Facility,Acclimation Pond,17060102,Imnaha,522.308.032.005.008,875,NA,NA,45.477819,-116.930252,0,0,0,0,IRMAI-s,Imnaha River,Snake River Basin Steelhead DPS,Imnaha River,IRMAI,Imnaha River mainstem,Snake River Spring/Summer-run Chinook Salmon ESU,Grande Ronde / Imnaha
WEIR,WALH,,Yes,No,ODFW,Unknown,Unknown,0,Grande Ronde,Wallowa River,18,GRA WR1 WALH,Wallowa Hatchery,Hatchery,17060105,Wallowa,522.271.131.063.001,988,NA,NA,45.417567,-117.301573,0,0,0,0,,,,,,,,
WEIR,ALMOTC,,Yes,No,WDFW,Unknown,Unknown,0,Lower Snake,Below Granite,3,GRA ALMOTC,Almota Creek - tributary to Snake River,River,17060107,Lower Snake-Tucannon,522.164,686,NA,NA,46.70160586,-117.3593478,0,0,0,0,SNASO-s,Asotin Creek,Snake River Basin Steelhead DPS,Lower Snake,SNASO,Asotin Creek,Snake River Spring/Summer-run Chinook Salmon ESU,Lower Snake
WEIR,ALPOWC,,Yes,No,WDFW,Unknown,Unknown,0,SNAKE,Alpowa Creek,4,GRA ALPOWC,"Alpowa Creek, lower Snake River",River,17060107,Lower Snake-Tucannon,522.205,727,NA,NA,46.40235438,-117.3982657,0,0,0,0,SNASO-s,Asotin Creek,Snake River Basin Steelhead DPS,Lower Snake,SNASO,Asotin Creek,Snake River Spring/Summer-run Chinook Salmon ESU,Lower Snake
WEIR,PENAWC,,Yes,No,WDFW,Unknown,Unknown,0,Lower Snake,Below Granite,2,GRA PENAWC,Penawawa Creek - tributary to Snake River,River,17060107,Lower Snake-Tucannon,522.145,667,NA,NA,46.74777158,-117.5413573,0,0,0,0,SNASO-s,Asotin Creek,Snake River Basin Steelhead DPS,Lower Snake,SNASO,Asotin Creek,Snake River Spring/Summer-run Chinook Salmon ESU,Lower Snake
WEIR,TENMC2,,Yes,No,WDFW,Unknown,Unknown,0,SNAKE,TENMC2,6,GRA TENMC2,"Tenmile Creek, tributary to Snake River",River,17060103,Lower Snake-Asotin,522.237,759,NA,NA,46.19525036,-117.0418542,0,0,0,0,SNASO-s,Asotin Creek,Snake River Basin Steelhead DPS,Lower Snake,SNASO,Asotin Creek,Snake River Spring/Summer-run Chinook Salmon ESU,Lower Snake
WEIR,TUCH,,Yes,No,WDFW,Unknown,Unknown,0,Lower Snake,Tocannon,1,GRA LTR MTR UTR TUCH,Tucannon River Hatchery,Hatchery,17060107,Lower Snake-Tucannon,522.100.058,680,NA,NA,46.320108,-117.66284,0,0,0,0,,,,,,,,
